,bullish_intensity,bearish_intensity,bull_minus_bear,bull_scored_messages,bear_scored_messages,bull_bear_msg_ratio,total_scanned_messages,return_Open,return_High,return_Low,return_Close,return_Volume
1350,1.61,1.55,0.06,247,165,1.5,991,-0.005740536808075514,-0.005470775514501369,-0.004001396087510156,-0.00470942771717231,-0.4436999585068617
1351,1.85,1.54,0.31,178,115,1.55,779,-0.00426367020316798,0.01605889465050936,0.0,0.017676957098884838,1.3288626757645239
1352,1.65,1.71,-0.06,152,129,1.18,730,0.015075852186901884,0.002183024856348803,0.015087893668638497,-0.0007017633248840305,-0.181551555410575
1353,1.58,1.8,-0.22,221,193,1.15,947,-0.001318235334227702,-0.007406108061499661,-0.013984134054110808,-0.012202677123951289,0.08270619481211217
1354,1.6,1.83,-0.23,313,250,1.25,1261,-0.007215760359167267,-0.006934699911072761,-0.0169476583984689,-0.019018841601995407,0.38558639961179986
1355,1.66,1.88,-0.22,420,297,1.41,1625,-0.01267506647757477,-0.014938522450416047,-0.025950467525183374,-0.009512547821504347,0.28502973185777014
1356,1.66,1.78,-0.12,571,413,1.38,2023,-0.027830128627615802,-0.025035893305170642,-0.018071672437292463,-0.02817160837516486,0.20826958571251364
1357,1.63,1.76,-0.13,687,408,1.68,2380,-0.01616031012872554,-0.01122873426178117,-0.007399743576520512,9.413647058820196e-05,0.023513856157298285
1358,1.69,1.66,0.03,385,175,2.2,1407,0.006194818789235779,0.007167429954388904,0.019784001331855094,0.014022190588703465,-0.3904609777634577
1359,1.73,1.66,0.07,701,364,1.93,2435,0.01893662366427118,0.03650651672384053,0.018744142982497047,0.03842226450116004,0.4801936872131034
1360,1.74,1.71,0.03,451,218,2.07,1713,0.03149313288950473,0.009808274457275612,0.013891463124879433,0.0010725087235008424,-0.09542740189844101
1361,1.64,1.89,-0.25,352,310,1.14,1423,-0.0006212834050108862,-0.005474640176600376,-0.012793721194026997,-0.024640674499764814,-0.07539548785370442
1362,1.69,1.75,-0.06,518,307,1.69,2066,-0.010390746188112643,0.0015094202657219835,0.001011038575063239,0.008878727688787169,0.35127530674228824
1363,1.68,1.75,-0.07,456,280,1.63,1784,-0.021448433994435967,-0.0204787671858484,-0.0037646128449320138,-0.003810542516688886,-0.2795404512318178
1364,1.69,1.85,-0.16,554,461,1.2,2404,0.008804099332317517,-0.0038917549803920704,-0.016958488479262623,-0.02714028158997417,0.24157477708587627
1365,1.57,1.79,-0.22,744,425,1.75,2698,-0.02700000909090905,-0.022533127794532537,-0.013688420637974152,-0.007770099232353389,0.3082497417269303
1366,1.7,1.69,0.01,432,202,2.14,1716,0.007567943637932784,0.012920607679482998,0.012357443318178118,0.025757175691238254,-0.3644401649147342
1367,1.71,1.78,-0.07,367,188,1.95,1552,0.010293036361017638,0.019179563006519462,0.016619690140845078,0.007634308244717669,-0.02653311930484825
1368,1.76,1.84,-0.08,453,213,2.13,1840,0.012023910381567138,0.01269586732749639,0.01339248212965205,0.02601550818761722,0.10747098870015792
1369,1.8,1.7,0.1,440,249,1.77,1822,0.018501731933580068,0.011380803668704642,0.01649651826014842,0.005160151153734027,-0.13628421232647536
1370,1.78,1.84,-0.06,511,265,1.93,2207,0.012822751215776806,0.0053626461538460735,0.011387106710186501,0.0010620906073086633,0.19692756667412747
1371,1.75,1.83,-0.08,1740,1004,1.73,8065,-0.011605416064804142,-0.016439296813227533,-0.03342202038771225,-0.03501325437689218,0.718397914231772
1372,1.72,1.78,-0.06,1215,679,1.79,5005,0.046344058821278455,0.05014224617330432,0.05759881736768602,0.05653288488668573,0.5326890498667451
1373,1.77,1.69,0.08,825,396,2.08,3158,-0.011136589589473611,0.00905857579431335,0.0021680687220200223,0.031133501537308206,-0.4235522139638209
1374,1.76,1.8,-0.04,677,385,1.76,2727,0.017881722833562597,0.0067958552429590036,0.011163032384268634,-0.014634129274446961,-0.00818249001615412
1375,1.69,1.79,-0.1,441,241,1.83,1806,-0.0029560725852014746,-0.0069166833333332844,-0.006589610724683115,0.01254688417388583,-0.2508361643312178
1376,1.77,1.72,0.05,509,254,2.0,1896,0.0038119185816538614,-0.0006713266874436297,0.01318055628565551,0.00016863357081597918,-0.17251442880117818
1377,1.77,1.74,0.03,678,363,1.87,2661,0.0,0.01192380592573028,0.0059518492819330415,0.007669582677293008,0.35122323304896197
1378,1.71,1.57,0.14,324,150,2.16,1286,0.01282697890295359,-0.0023234502975114646,0.007945245675686774,0.003178354017704166,-0.39777076737320327
1379,1.59,1.76,-0.17,262,139,1.88,1069,0.0,0.00016632287699436255,-0.006708620545073374,-0.008420893639805027,0.03456878961894794
1380,1.73,1.69,0.04,394,167,2.36,1440,-0.012247908988033074,-0.0034095966735966377,-0.00016882229216086397,0.006642571260405239,-0.11020761166505744
1381,1.83,1.75,0.08,644,308,2.09,2498,0.013665077680343973,0.019275751644717953,0.014607818964789354,0.01921145991303508,0.5944669296319343
1382,1.72,1.56,0.16,527,263,2.0,2147,0.021636007683049074,0.022677003312697508,0.019474000683288972,0.023438781104051287,0.18631800478966598
1383,1.74,1.61,0.13,457,221,2.07,1703,0.026798086506428787,0.02049315594769685,0.025061224489795864,0.012652162379536147,0.012407254852382588
1384,1.69,1.71,-0.02,507,267,1.9,2099,0.009677939230175125,-0.0015689048893416935,0.0006371107748666116,0.004902759804703116,-0.2712646610584831
1385,1.81,1.69,0.12,361,215,1.68,1637,0.0016498978759420524,0.012570757484057005,0.010107409309870086,0.0059017940525369905,0.16362336518512244
1386,1.69,1.67,0.02,285,177,1.61,1373,0.0010981175166384638,-0.0007759621052156884,0.004175850995522312,0.006962363968358476,-0.2891529063028484
1387,1.66,1.86,-0.2,314,194,1.62,1501,0.006659868526048829,0.001941295247253505,0.006904707891048467,-0.0020976071931509965,-0.16772142734625772
1388,1.78,1.67,0.11,327,180,1.82,1571,0.0010896560115085663,0.0036425715232315525,-0.002181867027478135,0.008174410467288729,0.31009785238635623
1389,1.78,1.69,0.09,605,306,1.98,2662,0.010884847258779695,0.027027027027026973,0.012573221103321597,0.027027027027026973,0.4499779359488767
1390,1.66,1.66,0.0,607,334,1.82,2337,0.02245806729862876,0.004511323308270754,0.011645796339787351,-0.006240616541353439,-0.0246005232894817
1391,1.62,1.85,-0.23,644,503,1.28,2808,-0.010380652769961474,-0.014970059207931485,-0.023023588061654165,-0.02557316373720464,0.07921060956461323
1392,1.67,1.7,-0.03,770,444,1.73,3220,-0.021055070250153296,-0.005547195795720716,-0.01201711332112898,0.012656301642939072,0.22186350999910331
1393,1.78,1.73,0.05,430,306,1.41,2097,0.009395194236869076,-0.00229225958173207,0.012874212045855593,-0.015028301104558883,-0.32066493221963577
1394,1.7,1.75,-0.05,354,202,1.75,1633,-0.005769230769230749,-0.002221092015412096,0.0004678571246157226,0.004904164453299442,-0.2244319098021762
1395,1.72,1.77,-0.05,342,178,1.92,1489,-0.0022436595744679266,-0.005833550858409198,-0.0016368432976575642,0.002091602822576588,-0.21374439410604051
1396,1.76,1.86,-0.1,306,193,1.59,1464,0.0010856001271772886,0.00030878627829578065,0.0017956983931828319,-0.006338960989958786,-0.16262828462858614
1397,1.65,1.77,-0.12,580,382,1.52,2419,-0.004027916156719602,-0.006251914267550451,-0.01995016256506288,-0.016570632612372904,0.7847711920874874
1398,1.66,1.88,-0.22,541,375,1.44,2487,-0.0013999688691871404,0.004815495145630955,0.003975826908781288,0.0015029981329641728,0.2888506310479484
1399,1.68,1.92,-0.24,919,612,1.5,5439,-0.003426752496577201,0.0015460462837617595,-0.009504229217420779,0.004265410809880077,0.21534799243843872
1400,1.67,1.88,-0.21,611,385,1.59,2791,-0.012113121382565817,-0.01813695973636864,-0.010075124101633137,-0.0206858346758364,-0.2222097968450838
1401,1.64,1.81,-0.17,660,415,1.59,2706,-0.013131903705975723,-0.019258009595519487,-0.013651065905063042,-0.018231499185101585,0.0011966899324102886
1402,1.62,1.69,-0.07,532,261,2.04,2109,-0.01955913426853717,0.0010419572263034027,-0.003930914716805178,0.018079180596845212,-0.2984711121426188
1403,1.72,1.78,-0.06,352,296,1.19,1675,0.017087760887707804,0.004003202497947056,0.007810614350339806,-0.006910413987394448,0.07163785313888593
1404,1.88,1.82,0.06,349,156,2.24,1444,-0.00418010443440342,-0.003588556561586076,0.0023658100446106722,0.011004134994874404,-0.3078107483893624
1405,1.79,1.68,0.11,414,206,2.01,1810,0.0163061434365388,0.018967611499822512,0.02262553049665028,0.016726723090677575,0.42227444159189176
1406,1.82,1.84,-0.02,436,199,2.19,1843,0.008737076906480068,0.014451806471881712,0.0057302108120937945,0.011256297140614713,0.2792421471843145
1407,1.77,1.84,-0.07,349,219,1.59,1568,0.013779527559055094,0.0006967791670244861,0.008150660564596235,-0.007550408596945446,-0.29816350012026804
1408,1.65,1.79,-0.14,398,249,1.6,2003,-0.003883495145631022,-0.0065764487427466545,-0.01758240160781155,-0.012549003921568658,0.4995819644396904
1409,1.75,1.77,-0.02,261,161,1.62,1253,-0.008810892787524338,-0.004283458144086816,0.01086603512732398,0.010405059405797168,-0.45105691672331794
1410,1.73,1.78,-0.05,260,187,1.39,1209,0.0008653240827880548,0.0014860774577405422,0.000316163459915364,-0.004087705401208175,-0.12907554289745082
1411,1.68,1.83,-0.15,482,308,1.56,1870,-0.005423264825357266,-0.009528218265366428,-0.02512643054877406,-0.026126805175991752,0.5728252893372268
1412,1.72,1.81,-0.09,434,206,2.11,1558,-0.02987196910169143,-0.015297295379277598,-0.0063219242905314665,0.006970343823237357,-0.07902979758088247
1413,1.71,1.91,-0.2,280,199,1.41,1421,0.014744199824956006,-0.0014413837630057325,0.0025285971048711886,-0.007968432195242015,-0.16872421063252396
1414,1.74,1.71,0.03,343,168,2.04,1370,-0.004174335714859034,0.013632758948663115,0.008868244768749589,0.025314425963488763,0.1910044454334423
1415,1.6,2.02,-0.42,266,216,1.23,1296,0.01644492503559225,0.0007119936596202692,0.002903233870967803,-0.015351768251520848,-0.10635099586621566
1416,1.66,1.86,-0.2,347,206,1.68,1372,-0.010072139267892521,-0.010830856365417918,-0.010131899243069342,-0.001446596479948603,-0.03490565589466532
1417,1.75,1.78,-0.03,286,115,2.49,1174,0.0016824146771352577,0.003516583994966682,0.008854622402187262,0.008611670020120643,-0.2068195581639235
1418,1.84,1.81,0.03,400,174,2.3,1507,-0.004478909097647921,0.015530455806474386,0.0011273049178306405,0.016198515799553226,0.15437258109068552
1419,1.74,1.94,-0.2,357,224,1.59,1467,0.025467967980493667,0.004783883541935596,0.0132711411039792,-0.010522151716091943,-0.05865731031886867
1420,1.74,1.78,-0.04,402,214,1.88,1674,-0.01402382492967591,-0.013424860030629815,-0.008017161263284,-0.0032537417148839065,0.06617388746240604
1421,1.73,1.79,-0.06,394,284,1.39,1840,0.0,0.0014240506103788686,-0.0024805713172715294,0.0076433122236194695,-0.12979651318538843
1422,1.81,1.86,-0.05,643,419,1.53,2843,0.0007945888088134456,0.004977065808546843,0.004813075411099765,0.004266751015593373,0.23716291097155517
1423,1.73,1.86,-0.13,475,311,1.53,1998,0.0192139583774662,0.010691046385433944,0.010777574472655704,-0.001966955184373842,-0.09512541057031954
1424,1.73,2.02,-0.29,376,187,2.01,1369,-0.010672236919538669,-0.009955712299214547,-0.005528765456687679,-0.004335790371868931,-0.298101751404506
1425,1.77,1.81,-0.04,360,168,2.14,1428,-0.004645637795275603,-0.0012570036824809394,0.000794202182695436,0.0038004432984850567,0.13499917726428623
1426,1.79,1.71,0.08,303,152,1.99,1268,-0.0010284391732160447,-0.0002359710588210051,0.0007935798620175571,-0.004811492386902372,-0.020759119653163238
1427,1.8,1.72,0.08,449,247,1.82,1603,-0.005780772931428313,-0.007553100040174621,-0.013083831471859209,-0.011254640742722422,0.8314709718354543
1428,1.75,1.66,0.09,436,273,1.6,1807,0.0001592751853616292,0.01569681318928806,0.005704636073474489,0.022845675350701367,-0.0943607213657448
1429,1.72,1.77,-0.05,301,170,1.77,1249,0.020148172334156333,0.0006244302460363116,0.011983702356534343,-0.005407476573784931,-0.31068786487101074
1430,1.82,1.69,0.13,430,212,2.03,1800,-0.008665167431764265,0.005226193570035731,-0.0027630694365370356,0.013474044173853894,0.16091826447274715
1431,1.77,1.61,0.16,594,287,2.07,2364,0.010315812431149096,0.012027648484040032,0.01440784515516147,0.00816360628843138,0.21554927033953453
1432,1.76,1.72,0.04,592,247,2.4,2196,0.01706938385652257,0.0016102361847913915,0.008506297865664925,0.004704257032532855,-0.027200688647153526
1433,1.78,1.74,0.04,1635,790,2.07,6905,0.01394737474337604,0.019138022692412715,0.014857216276629615,0.01819154911108023,1.1774787258651704
1434,1.74,1.76,-0.02,1273,749,1.7,4815,0.01624978484241235,0.010591060970815525,-0.012047175541616828,-0.015755718767691662,0.22659977597669823
1435,1.69,1.88,-0.19,750,473,1.59,2933,-0.03197979158219166,-0.021926543433073986,-0.009801681958695907,-0.014705874918901407,-0.4670032962227978
1436,1.69,1.81,-0.12,1010,676,1.49,3821,-0.011677972904794887,-0.022418094761550322,-0.028994551153673886,-0.02712995201438073,0.3125180441768778
1437,1.7,1.71,-0.01,703,333,2.11,2535,-0.01974503280274431,0.011582758174617291,0.005779426781515218,0.030363523286240035,-0.2966846724698722
1438,1.69,1.76,-0.07,421,222,1.9,1556,0.026962744281724627,0.0033812493897928952,0.023623239657863282,-0.0019387359892687472,-0.12859281590631766
1439,1.64,1.77,-0.13,467,329,1.42,1768,-0.010424756756756803,-0.016236577210262393,-0.019335693877112647,-0.022532976438220054,-0.03367243073410964
1440,1.64,1.91,-0.27,672,458,1.47,2639,-0.0124073045216061,-0.01323469863529847,-0.01923992700938093,-0.006279817020354184,0.46415567651822354
1441,1.72,1.86,-0.14,441,262,1.68,1681,-0.014143497379005887,-0.005285980276134139,0.0053501620837372865,0.001999839980804108,-0.39090253808513886
1442,1.73,1.77,-0.04,435,204,2.13,1600,0.015308191439645569,0.012214474742790804,0.016852153286215588,0.018840818795452297,0.2642071509686874
1443,1.72,1.73,-0.01,432,249,1.73,1486,0.005604665298389655,-0.00047018491294037457,-0.0038062326238502697,-0.010186514413418446,-0.2432853768829747
1444,1.79,1.67,0.12,553,342,1.62,2065,-0.014051346369819862,-0.005330832632969962,-0.006447480851249354,-0.003562357504749758,0.14569010224618073
1445,1.65,1.84,-0.19,350,223,1.57,1378,0.004379012808582994,0.0024432929329278874,0.008412137477968207,0.0011122507083756172,-0.2796054817275747
1446,1.74,1.58,0.16,475,253,1.88,1776,0.00998812508936786,0.013837526317516557,0.010248676962373748,0.023331441578740675,0.3029123023444842
1447,1.73,1.78,-0.05,370,225,1.64,1463,0.01302882778341341,0.004187731776372106,0.008257336953213734,-0.0013958356276657646,-0.15475571581846537
1448,1.66,1.86,-0.2,459,188,2.44,1843,-0.005345951519162728,0.009498771739177903,0.0011699086795931013,0.011027397343250867,0.3317341917922949
1449,1.8,1.67,0.13,333,170,1.96,1427,0.017993432855840652,0.0012240207984699492,0.009971938220847854,-0.0009216913599862098,-0.12282515344054679
1450,1.76,1.71,0.05,313,150,2.09,1301,-0.005279684669375007,0.0007639898852387361,-0.002314123745094876,-7.695086846570831e-05,-0.1832335570830682
1451,1.71,1.57,0.14,339,144,2.35,1358,0.0005385153846153568,0.00496265857268785,0.0037885110186641757,0.010226057361618413,0.08985074708749718
1452,1.73,1.65,0.08,407,180,2.26,1592,0.011762888580455044,0.010180019365645387,0.01209267485030141,0.00875252308967589,0.14763506030646556
1453,1.6,1.83,-0.23,553,369,1.5,1993,0.007598783848079771,-0.0004512070357884923,-0.017351591355476037,-0.022031071029255278,0.5505219756118958
1454,1.73,1.68,0.05,395,157,2.52,1449,-0.01704381521672027,-0.004890594992382868,0.007202664467265585,0.018669943630224672,-0.3517007649481736
1455,1.74,1.83,-0.09,280,160,1.75,1160,0.011661846299274137,-0.002343853105392979,0.008073840644202024,-0.0019690549362568754,-0.32945332204602773
1456,1.71,1.81,-0.1,262,180,1.46,1161,-0.004777832513439884,-0.003789314220295159,-0.009153409192063755,-0.01138260746230546,0.6556796699345662
1457,1.69,1.9,-0.21,238,150,1.59,1077,-0.007239175714064627,-0.0004564321138783578,0.0011548037484898632,0.0019956555265245868,-0.36890801717615385
1458,1.69,1.81,-0.12,303,169,1.79,1204,-0.003223810279580963,-0.00555594037260021,-0.0056131947955433414,-0.004442975571478436,0.04841683067188152
1459,1.76,1.82,-0.06,340,129,2.64,1253,0.006160503571842613,0.0021429511053743244,0.004484897684857048,0.0012310556431407438,-0.08251850443750075
1460,1.66,1.77,-0.11,324,183,1.77,1250,-0.00826574289711468,-0.0027493508057223615,-0.007621170482887019,-0.005840716486347652,0.24476681321100435
1461,1.71,1.85,-0.14,331,198,1.67,1280,-0.0006173946501405458,-0.006815745032689002,-0.004266565688726298,-0.0054886131301129515,-0.07342763737935665
1462,1.72,1.88,-0.16,476,304,1.57,2688,-0.004633250965251023,-0.003701094861575993,-0.01191959323839531,-0.006607003806000877,0.4785161732179146
1463,1.76,1.78,-0.02,515,277,1.86,2048,-0.017067471702132075,-0.00874549136120717,-0.009540321540009056,-0.002973434984974155,0.06455838465452168
1464,1.76,1.61,0.15,306,130,2.35,1267,0.009629053108817454,0.009837554499726009,0.01775191009985888,0.01145822494833193,-0.3029510266533988
1465,1.73,1.73,0.0,296,160,1.85,1230,0.009849867258440614,0.006494487598406762,0.004927634023115024,-0.0022502249282190245,-0.09456780079463145
1466,1.81,1.89,-0.08,226,172,1.31,1029,-0.00766365577988537,-0.01421102396279883,-0.010663099647045482,-0.01104283415639895,0.04225097412046597
1467,1.7,1.73,-0.03,317,177,1.79,1163,-0.01630395481232616,-0.008493758147062214,-0.011014097938682244,-0.0019658724851123743,0.1925571080783599
1468,1.69,1.87,-0.18,283,138,2.05,1085,0.007375107174862894,0.004794089984188732,0.005250210844405467,0.00535770572577543,-0.28404438392412634
1469,1.7,1.77,-0.07,332,166,2.0,1260,0.00543180355374151,0.0002346421624503936,0.0029278704693866953,-0.002351058030580777,0.045214818013532776
1470,1.72,1.78,-0.06,373,184,2.03,1316,-0.0038365016924796214,0.0033625352681232457,0.003787304778085865,0.004556119295613836,0.07561493524838925
1471,1.61,1.86,-0.25,263,169,1.56,1114,0.0037726635909927086,-0.0038188606315776585,-0.006445519521729892,-0.010009376212293808,0.5453608305655346
1472,1.81,1.85,-0.04,259,142,1.82,1010,-0.0017226607291728202,0.0018776247848537597,0.005379746750320491,0.007977906919082178,-0.3779015258539866
1473,1.63,1.75,-0.12,274,126,2.17,1036,-7.83983069794214e-05,-0.0035139544512565735,-0.0015738510926368576,-0.004545113983660198,-0.11076608508400587
1474,1.74,1.6,0.14,528,252,2.1,1799,-0.002118010618496813,0.017161679984627698,0.001891598405381334,0.00850194448950603,0.8263266917529213
1475,1.76,1.59,0.17,324,150,2.16,1196,0.012970694229783142,-0.004622542266042973,0.0029892777771567403,-0.004761540826153099,-0.422257958897196
1476,1.76,1.73,0.03,308,165,1.87,1253,-0.009234851705456681,-0.009365317554922203,-0.007764690196078394,-0.00588235294117645,0.37975646641472105
1477,1.78,1.83,-0.05,514,295,1.74,1755,-0.01731024543448345,-0.011875904553104277,-0.016046154200519247,-0.01751480078895462,0.11561084535296406
1478,1.77,1.77,0.0,282,128,2.2,1134,0.0008767814512735672,-0.002767438896438379,0.0030526830883832456,0.007227182263126908,-0.0974484046426668
1479,1.82,1.69,0.13,283,131,2.16,1105,0.010591717766982534,0.006501736286828486,0.00905011205309858,0.009327896037630401,-0.31849621484448065
1480,1.78,1.72,0.06,211,85,2.48,769,-0.003703719405772743,-0.0019694343474171427,-0.0017461782958357874,-0.0012637914891593383,-0.10012963477386672
1481,1.81,1.73,0.08,232,126,1.84,834,-0.011785161749584772,-0.003630902144906467,-0.007314932193247969,-0.0034799271831711387,0.031215317334901238
1482,1.7,1.98,-0.28,433,264,1.64,1538,0.007603625618638921,-0.0006337716715414388,-0.008650388604731885,-0.0024603015873014833,0.673062393978703
1483,1.71,1.89,-0.18,695,472,1.47,2829,-0.011200222505363677,-0.011969900721840676,-0.009937755755136668,-0.024822992683220857,0.29426499782732796
1484,1.72,1.81,-0.09,1083,760,1.43,4231,-0.005061094029697233,-0.004653409857617308,-0.02709319383798603,-0.02039650811781024,0.2807694333263113
1485,1.67,1.63,0.04,522,320,1.63,2138,-0.015421849259940945,-0.0016927293518091968,0.01669181331410985,0.02673439660198218,-0.21160063529919715
1486,1.85,1.76,0.09,423,190,2.23,1641,0.02534030629259787,0.015421913854209324,0.025657957475933912,0.01930568639929975,-0.32457276972349214
1487,1.75,1.81,-0.06,367,216,1.7,1478,0.008078077326066468,0.004850516780366965,0.005791513835263995,-0.000397922954069041,-0.23340451973311138
1488,1.75,1.75,0.0,360,210,1.71,1548,-0.0025388765269845903,0.006172342972881051,0.0043186260051293335,0.009632982966061743,0.05921348774399471
1489,1.8,1.86,-0.06,487,267,1.82,1760,0.016067427489123265,0.011167951063028703,0.01409456897444561,0.013325934395205907,0.07647135741711542
1490,1.8,1.72,0.08,540,252,2.14,1851,0.010490089408017766,0.008166663629410653,0.007538280448186718,0.00863746045589675,0.2744793277088211
1491,1.79,1.67,0.12,745,369,2.02,2784,0.014642074455499143,0.025844824326678895,0.018626755804329376,0.018901497411722756,0.27587095767978553
1492,1.71,1.85,-0.14,1995,1380,1.45,8387,0.014354470379823958,-0.0003760472258701464,-0.0029073451317676025,-0.009994752252871497,0.3031602609159223
1493,1.74,1.8,-0.06,1520,878,1.73,5434,-0.08174638697419412,-0.05582303725282922,-0.06391964819338913,-0.04229444741873811,0.5041169205434335
1494,1.64,1.8,-0.16,663,312,2.13,2302,0.034511017862300486,0.012669290836653468,0.025165997625477443,-0.0004791327225751596,-0.5582569514580262
1495,1.59,1.84,-0.25,389,241,1.61,1624,-0.006973035031054731,-0.010622378176800007,-0.0092755159007758,-0.005273282030256232,-0.1732801301973549
1496,1.61,1.87,-0.26,382,270,1.41,1458,-0.017794478135971903,-0.016939693286777358,-0.014366416232987622,-0.013895606425702756,0.05438982218711974
1497,1.67,1.74,-0.07,319,167,1.91,1270,0.0023560078757334235,0.0024270123580050207,0.0035211266740633462,0.004968640668778335,-0.24378085951119655
1498,1.67,1.8,-0.13,370,237,1.56,1566,-0.0018641190273330777,-0.003308885374582071,-0.002284830625422396,-0.00316095809274497,0.10094562155505526
1499,1.67,1.69,-0.02,410,232,1.77,1509,-0.006739764405363169,-0.007530364372469678,-0.004580011562444142,-0.005041019677063496,-0.0914143365476322
1500,1.57,1.88,-0.31,479,328,1.46,1868,0.0022890614780903817,0.000571094068695599,-0.006572960369509162,-0.008743972981679171,0.2752651784360196
1501,1.57,1.81,-0.24,1005,809,1.24,3907,-0.008972251369857243,-0.0005707681064153203,-0.02803744014432419,-0.023577913679029283,0.631712720065291
1502,1.6,1.8,-0.2,1636,1162,1.41,6313,-0.0335802633744855,-0.03973242228930407,-0.03633421638021317,-0.032083780275518725,0.7740168057619756
1503,1.66,1.72,-0.06,1095,791,1.38,4206,-0.0380684813161043,-0.002208963522743246,-0.010154543046357656,0.0066294749357072025,-0.19998614451911012
1504,1.64,1.71,-0.07,444,257,1.73,1595,0.026737530590638325,-0.008004104087123598,0.018019670259048493,-0.0023397313286007693,-0.46730827709676315
1505,1.61,1.8,-0.19,349,204,1.71,1341,-0.011985849685385519,-0.0021459227467811592,0.003329801875311844,0.003387475116498173,-0.2690320019658621
1506,1.66,1.58,0.08,555,325,1.71,1936,0.017018650427323312,0.03217202580645151,0.01772924890829697,0.03635737629044433,0.42102486656460747
1507,1.59,1.83,-0.24,1057,808,1.31,4165,0.01098428740225077,-0.015084573965906678,-0.027460714214886495,-0.05203811349784404,0.7666965111115964
1508,1.66,1.82,-0.16,1153,734,1.57,4209,-0.04481791944347535,-0.023354222372651834,-0.03264806260216946,0.015419861052424988,0.042589418516977284
1509,1.61,1.83,-0.22,368,271,1.36,1845,0.031191700268299094,0.008490764312783838,0.04478704856664373,-0.0007809441301794839,-0.5204801541235458
1510,1.67,1.78,-0.11,414,210,1.97,1773,-0.014822483498599826,-0.0007732302272641656,-0.004627195699081654,0.007034276907784909,-0.11550855244994418
1511,1.75,1.76,-0.01,343,143,2.4,1238,0.015045495101469575,0.011520970020135302,0.013069011260959273,0.01034843920617834,-0.04763158201236917
1512,1.63,1.86,-0.23,346,218,1.59,1430,0.0033609013843425295,-0.0017849553457720546,0.004415601731601715,-0.005633355901899728,-0.15467888965798937
1513,1.61,1.91,-0.3,476,295,1.61,1975,-0.0028343382289788277,-0.007833829907462064,-0.011464545962166173,-0.012789682403433478,0.3728223097333099
1514,1.54,1.92,-0.38,524,455,1.15,2318,-0.017398759989642798,-0.018623404187008363,-0.02659577084059994,-0.020519954429702558,0.44378942664983345
1515,1.64,1.92,-0.28,997,826,1.21,4141,-0.031995108134728056,-0.021425413579806096,-0.053569785547875615,-0.06116289283332632,0.8725912971375851
1516,1.72,1.88,-0.16,1397,1006,1.39,5482,-0.1409037127592141,-0.02770329709198749,-0.12920020578892177,-0.024962168589974132,0.26451504769032286
1517,1.7,1.89,-0.19,897,670,1.34,3393,0.17118159045488812,0.02123159867927571,0.125,0.006012364060928199,-0.3612973108935966
1518,1.68,1.96,-0.28,854,593,1.44,3028,-0.03618040647844112,-0.010980127702455822,0.014975874396135236,0.057354965439656125,-0.06589666568856078
1519,1.69,1.77,-0.08,681,416,1.64,2385,0.04799707901753947,0.030485021662435274,0.047310745912115815,0.029446585295896055,-0.12563730565664954
1520,1.76,1.9,-0.14,375,216,1.74,1580,-0.0005346609497995924,0.0006181561394940083,0.013815706611953527,0.0032766826651908776,-0.3716987665467919
1521,1.74,1.92,-0.18,417,300,1.39,1674,-0.0012480966612837818,0.010766931617102404,0.004124072044790372,-0.004678250466252587,0.05764947972703549
1522,1.65,1.9,-0.25,561,527,1.06,2530,-0.01678119268750511,-0.023138060098996438,-0.041428562500000043,-0.044696709033403614,0.3666522613655159
1523,1.7,1.77,-0.07,508,305,1.67,1885,0.0007262914076024973,0.004111539259336938,0.0164865497719211,0.04288892459256477,-0.19463757988389752
1524,1.62,1.89,-0.27,381,311,1.23,1775,0.020502539585343316,0.003916708346687114,0.008338715522918871,-0.01753598958646929,-0.1398459818254676
1525,1.59,1.79,-0.2,377,302,1.25,1648,-0.03129164425800779,-0.020659709351478206,-0.013904025682442533,-0.00996653048926699,-0.06081838828265451
1526,1.64,1.81,-0.17,386,270,1.43,1648,0.025511599288688735,0.019103676390321622,0.016680471538466968,0.02782100378386576,0.09695317453491548
1527,1.68,1.95,-0.27,986,712,1.38,5784,0.017986595078299805,0.012970851332104738,-0.004985523930384206,-0.019232446251134183,0.5500587124112932
1528,1.74,1.86,-0.12,455,263,1.73,2097,-0.030678665072456646,-0.006490072087968923,0.001184340015969898,0.021970022297412184,-0.2601787067055009
1529,1.66,1.78,-0.12,372,268,1.39,1657,0.013784384160271612,0.008209745835184856,0.016924476489090567,0.014568703917562376,-0.20633999440317496
1530,1.74,1.82,-0.08,490,323,1.52,2006,0.0428482060752462,0.023465546129634474,0.027738000577344213,0.009631372118302783,0.1692440223978524
1531,1.69,1.77,-0.08,283,220,1.29,1378,-0.005575587483692024,-0.003079818659250777,-0.003830776564245242,0.008412115313712887,-0.2573907620186624
1532,1.67,1.87,-0.2,276,195,1.42,1245,0.0027602863797118182,8.583197533540421e-05,0.008914560547361727,0.0011180340653424992,-0.14230570450287483
1533,1.78,1.93,-0.15,478,403,1.19,2340,-0.005075234408602136,-0.0004290629789852618,-0.014899523303889106,-0.02138996576273633,0.7246855959218261
1534,1.62,1.91,-0.29,374,329,1.14,1676,-0.02982885077541586,-0.018799854387498538,-0.016268009002215922,-0.004125711097712759,0.15866927873772085
